ARR_HOUR,ARR_HOURNAME,ARR_MIN,ARR_MINNAME,CF1,CF1NAME,CF2,CF2NAME,CF3,CF3NAME,CITY,CITYNAME,COUNTY,COUNTYNAME,CaseYear,DAY,DAY_WEEK,DAY_WEEKNAME,DRUNK_DR,FATALS,FUNC_SYS,FUNC_SYSNAME,HARM_EV,HARM_EVNAME,HOSP_HR,HOSP_HRNAME,HOSP_MN,HOSP_MNNAME,HOUR,HOURNAME,LATITUDE,LATITUDENAME,LGT_COND,LGT_CONDNAME,LONGITUD,LONGITUDNAME,MAN_COLL,MAN_COLLNAME,MILEPT,MILEPTNAME,MINUTE,MINUTENAME,MONTH,MonthName,NHS,NHSNAME,NOT_HOUR,NOT_HOURNAME,NOT_MIN,NOT_MINNAME,PEDS,PERMVIT,PERNOTMVIT,PERSONS,PVH_INVL,ParkWorks,RAIL,RAILNAME,RD_OWNER,RD_OWNERNAME,RELJCT1,RELJCT1NAME,RELJCT2,RELJCT2NAME,REL_ROAD,REL_ROADNAME,ROAD_FNC,ROAD_FNCNAME,ROUTE,ROUTENAME,RUR_URB,RUR_URBNAME,SCH_BUS,SCH_BUSNAME,SP_JUR,SP_JURNAME,STATENAME,ST_CASE,State,TWAY_ID,TWAY_ID2,TYP_INT,TYP_INTNAME,VE_FORMS,VE_TOTAL,WEATHER,WEATHER1,WEATHER1NAME,WEATHER2,WEATHER2NAME,WEATHERNAME,WRK_ZONE,WRK_ZONENAME,YEAR
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,3103,LAKE GROVE,103,SUFFOLK (103),2015,2,4,Wednesday,0,1,4,Minor Arterial,12,Motor Vehicle In-Transport ,99,Unknown,99,Unknown EMS Hospital Arrival Time,19,7:00pm-7:59pm,40.86209722,40.86209722,1,Daylight,-73.131300000,-73.131300000,2,Front-to-Front,0,None,3,3,9,September,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,0,4,0,4,0,,0000000,Not Applicable,1,State Highway Agency,0,No,2,Intersection,1,On Roadway,,,3,State Highway,2,Urban,0,No,0,No Special Jurisdiction,New York,360764,36,SR-25,SMITH HAVEN MALL,3,T-Intersection,2,2,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2015
5,5:00am-5:59am,13,13,0,None,0,None,0,None,1743,EAST SETAUKET,103,SUFFOLK (103),2015,5,7,Saturday,0,1,3,Principal Arterial - Other,31,"Other Post, Other Pole or Other Supports",99,Unknown,99,Unknown EMS Hospital Arrival Time,5,5:00am-5:59am,40.90596111,40.90596111,3,Dark - Lighted,-73.070188890,-73.070188890,0,Not a Collision with Motor Vehicle In-Transport,0,None,0,0,9,September,0,This section IS NOT on the NHS,5,5:00am-5:59am,3,3,0,1,0,1,0,,0000000,Not Applicable,1,State Highway Agency,0,No,1,Non-Junction,3,On Median,,,3,State Highway,2,Urban,0,No,0,No Special Jurisdiction,New York,360766,36,SR-347,,1,Not an Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2015
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,23,Indication of a Stalled/Disabled Vehicle,0,None,0,None,450,BAY SHORE,103,SUFFOLK (103),2014,29,4,Wednesday,0,1,,,14,Parked Motor Vehicle ,99,Unknown,99,Unknown EMS Hospital Arrival Time,12,12:00pm-12:59pm,40.73567500,40.73567500,1,Daylight,-73.248858330,-73.248858330,0,Not a Collision with Motor Vehicle In-Transport,0,None,34,34,10,October,1,This section IS ON the NHS,99,Unknown,99,Unknown,0,1,2,3,2,,0000000,Not Applicable,,,0,No,1,Non-Junction,2,On Shoulder,12,Urban-Principal Arterial-Other Freeways or Expressways,3,State Highway,,,0,No,0,No Special Jurisdiction,New York,360766,36,SR-27,,1,Not an Intersection,1,3,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2014
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,705,BROOKHAVEN,103,SUFFOLK (103),2010,8,4,Wednesday,0,1,,,12,Motor Vehicle In-Transport ,99,Unknown,99,Unknown EMS Hospital Arrival Time,11,11:00am-11:59am,40.83869167,40.83869167,1,Daylight,-73.054352780,-73.054352780,6,Angle ,0,None,15,15,9,September,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,0,,,3,,,0000000,Not Applicable,,,0,No,2,Intersection,1,On Roadway,6,Rural-Local Road or Street,5,Local Street - Township,,,0,No,0,No Special Jurisdiction,New York,360766,36,COLLEGE RD,HORSEBLOCK RD,2,Four-Way Intersection,3,3,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2010
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,2728,HOLBROOK,103,SUFFOLK (103),2016,15,7,Saturday,0,1,7,Local,12,Motor Vehicle In-Transport ,99,Unknown,99,Unknown EMS Hospital Arrival Time,12,12:00pm-12:59pm,40.78943056,40.78943056,1,Daylight,-73.079402780,-73.079402780,6,Angle ,0,None,32,32,10,October,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,0,2,0,2,0,,0000000,Not Applicable,3,Town or Township Highway Agency,0,No,2,Intersection,1,On Roadway,,,5,Local Street - Township,2,Urban,0,No,0,No Special Jurisdiction,New York,360766,36,COATES AVE,LEONARD ST,3,T-Intersection,2,2,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2016
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,705,BROOKHAVEN,103,SUFFOLK (103),2014,16,5,Thursday,0,1,,,12,Motor Vehicle In-Transport ,99,Unknown,99,Unknown EMS Hospital Arrival Time,12,12:00pm-12:59pm,40.86186667,40.86186667,1,Daylight,-72.987361110,-72.987361110,6,Angle ,0,None,45,45,10,October,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,0,2,0,2,0,,0000000,Not Applicable,,,0,No,1,Non-Junction,1,On Roadway,16,Urban-Local Road or Street,5,Local Street - Township,,,1,Yes,0,No Special Jurisdiction,New York,360767,36,MILL RD,,1,Not an Intersection,2,2,10,10,Cloudy,0,No Additional Atmospheric Conditions,Cloudy,0,None,2014
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,705,BROOKHAVEN,103,SUFFOLK (103),2014,3,4,Wednesday,0,1,,,12,Motor Vehicle In-Transport ,88,Not Applicable (Not Transported) ,88,Not Applicable (Not Transported),21,9:00pm-9:59pm,40.94064722,40.94064722,3,Dark - Lighted,-73.000213890,-73.000213890,6,Angle ,0,None,24,24,9,September,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,0,2,0,2,0,,0000000,Not Applicable,,,0,No,1,Non-Junction,1,On Roadway,13,Urban-Other Principal Arterial,3,State Highway,,,0,No,0,No Special Jurisdiction,New York,360768,36,SR-25A,,1,Not an Intersection,2,2,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2014
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,705,BROOKHAVEN,103,SUFFOLK (103),2010,19,1,Sunday,0,1,,,12,Motor Vehicle In-Transport ,99,Unknown,99,Unknown EMS Hospital Arrival Time,14,2:00pm-2:59pm,40.86925000,40.86925000,1,Daylight,-73.131177780,-73.131177780,2,Front-to-Front,996,996,32,32,9,September,1,This section IS ON the NHS,99,Unknown,99,Unknown,0,,,6,,,0000000,Not Applicable,,,0,No,2,Intersection,1,On Roadway,13,Urban-Other Principal Arterial,3,State Highway,,,0,No,0,No Special Jurisdiction,New York,360768,36,SR-347,MORICHES RD,2,Four-Way Intersection,3,3,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2010
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,450,BAY SHORE,103,SUFFOLK (103),2015,5,7,Saturday,0,1,7,Local,8,Pedestrian,99,Unknown,99,Unknown EMS Hospital Arrival Time,3,3:00am-3:59am,40.72968889,40.72968889,3,Dark - Lighted,-73.245269440,-73.245269440,0,Not a Collision with Motor Vehicle In-Transport,0,None,10,10,9,September,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,1,1,1,1,0,,0000000,Not Applicable,3,Town or Township Highway Agency,0,No,1,Non-Junction,1,On Roadway,,,5,Local Street - Township,2,Urban,0,No,0,No Special Jurisdiction,New York,360768,36,REDINGTON ST,,1,Not an Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2015
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,360,BABYLON,103,SUFFOLK (103),2015,17,5,Thursday,0,1,7,Local,8,Pedestrian,99,Unknown,99,Unknown EMS Hospital Arrival Time,21,9:00pm-9:59pm,99.99990000,Unknown,2,Dark - Not Lighted,999.999900000,Unknown,0,Not a Collision with Motor Vehicle In-Transport,0,None,19,19,9,September,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,1,1,1,1,0,,0000000,Not Applicable,3,Town or Township Highway Agency,0,No,1,Non-Junction,1,On Roadway,,,5,Local Street - Township,1,Rural,0,No,0,No Special Jurisdiction,New York,360769,36,MELVILLE RD,,1,Not an Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2015
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,2840,HUNTINGTON,103,SUFFOLK (103),2014,30,5,Thursday,0,1,,,8,Pedestrian,99,Unknown,99,Unknown EMS Hospital Arrival Time,6,6:00am-6:59am,40.86983889,40.86983889,4,Dawn,-73.433100000,-73.433100000,0,Not a Collision with Motor Vehicle In-Transport,0,None,55,55,10,October,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,1,1,1,1,0,,0000000,Not Applicable,,,0,No,3,Intersection-Related ,1,On Roadway,14,Urban-Minor Arterial,3,State Highway,,,0,No,0,No Special Jurisdiction,New York,360769,36,SR-25A W MAIN ST,SCUDDER PL,2,Four-Way Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2014
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,5675,SHIRLEY,103,SUFFOLK (103),2015,20,1,Sunday,0,1,4,Minor Arterial,42,Tree (Standing Only),99,Unknown,99,Unknown EMS Hospital Arrival Time,11,11:00am-11:59am,40.93252222,40.93252222,1,Daylight,-72.878716670,-72.878716670,0,Not a Collision with Motor Vehicle In-Transport,0,None,0,0,9,September,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,0,1,0,1,0,,0000000,Not Applicable,2,County Highway Agency,0,No,1,Non-Junction,4,On Roadside,,,4,County Road,1,Rural,0,No,0,No Special Jurisdiction,New York,360770,36,CR-46,,1,Not an Intersection,1,1,10,10,Cloudy,0,No Additional Atmospheric Conditions,Cloudy,0,None,2015
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,705,BROOKHAVEN,103,SUFFOLK (103),2012,20,5,Thursday,0,1,,,12,Motor Vehicle In-Transport ,99,Unknown,99,Unknown EMS Hospital Arrival Time,18,6:00pm-6:59pm,40.79643611,40.79643611,1,Daylight,-72.862925000,-72.862925000,6,Angle ,0,None,25,25,9,September,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,0,2,0,2,0,,0000000,Not Applicable,,,0,No,2,Intersection,1,On Roadway,16,Urban-Local Road or Street,6,Local Street - Municipality,,,0,No,0,No Special Jurisdiction,New York,360770,36,FLOYD RD,ESSEX CIRCLE,2,Four-Way Intersection,2,2,10,10,Cloudy,0,No Additional Atmospheric Conditions,Cloudy,0,None,2012
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,2840,HUNTINGTON,103,SUFFOLK (103),2012,21,6,Friday,0,1,,,8,Pedestrian,99,Unknown,99,Unknown EMS Hospital Arrival Time,19,7:00pm-7:59pm,40.87513333,40.87513333,2,Dark - Not Lighted,-73.324191670,-73.324191670,0,Not a Collision with Motor Vehicle In-Transport,0,None,50,50,9,September,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,1,2,1,2,0,,0000000,Not Applicable,,,0,No,3,Intersection-Related ,1,On Roadway,16,Urban-Local Road or Street,6,Local Street - Municipality,,,0,No,0,No Special Jurisdiction,New York,360771,36,LARKFIELD RD,WEBSTER PL,3,T-Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2012
21,9:00pm-9:59pm,6,6,0,None,0,None,0,None,2920,ISLIP,103,SUFFOLK (103),2015,2,4,Wednesday,0,1,3,Principal Arterial - Other,8,Pedestrian,88,Not Applicable (Not Transported) ,88,Not Applicable (Not Transported),21,9:00pm-9:59pm,40.78704167,40.78704167,3,Dark - Lighted,-73.127136110,-73.127136110,0,Not a Collision with Motor Vehicle In-Transport,0,None,0,0,9,September,1,This section IS ON the NHS,21,9:00pm-9:59pm,0,0,1,1,1,1,0,,0000000,Not Applicable,1,State Highway Agency,0,No,2,Intersection,1,On Roadway,,,3,State Highway,2,Urban,0,No,0,No Special Jurisdiction,New York,360771,36,SR-454 VETERANS HWY,FEUEREISEN AVE,2,Four-Way Intersection,1,1,10,10,Cloudy,0,No Additional Atmospheric Conditions,Cloudy,0,None,2015
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,5675,SHIRLEY,103,SUFFOLK (103),2015,21,2,Monday,0,1,4,Minor Arterial,8,Pedestrian,99,Unknown,99,Unknown EMS Hospital Arrival Time,11,11:00am-11:59am,40.78515000,40.78515000,1,Daylight,-72.863772220,-72.863772220,0,Not a Collision with Motor Vehicle In-Transport,0,None,18,18,9,September,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,1,1,1,1,0,,0000000,Not Applicable,2,County Highway Agency,0,No,1,Non-Junction,1,On Roadway,,,4,County Road,2,Urban,0,No,0,No Special Jurisdiction,New York,360772,36,CR-46,,1,Not an Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2015
14,2:00pm-2:59pm,49,49,0,None,0,None,0,None,360,BABYLON,103,SUFFOLK (103),2015,17,5,Thursday,0,1,3,Principal Arterial - Other,8,Pedestrian,15,3:00pm-3:59pm,21,21,14,2:00pm-2:59pm,40.68917222,40.68917222,1,Daylight,-73.408700000,-73.408700000,0,Not a Collision with Motor Vehicle In-Transport,0,None,40,40,9,September,1,This section IS ON the NHS,14,2:00pm-2:59pm,41,41,1,2,1,2,0,,0000000,Not Applicable,1,State Highway Agency,0,No,2,Intersection,1,On Roadway,,,3,State Highway,2,Urban,0,No,0,No Special Jurisdiction,New York,360773,36,SR-27 SUNRISE HWY,BAYVIEW AVE,2,Four-Way Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2015
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,705,BROOKHAVEN,103,SUFFOLK (103),2015,19,7,Saturday,0,1,7,Local,8,Pedestrian,88,Not Applicable (Not Transported) ,88,Not Applicable (Not Transported),20,8:00pm-8:59pm,40.77444167,40.77444167,2,Dark - Not Lighted,-72.941241670,-72.941241670,0,Not a Collision with Motor Vehicle In-Transport,0,None,10,10,9,September,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,1,2,1,2,0,,0000000,Not Applicable,2,County Highway Agency,0,No,1,Non-Junction,1,On Roadway,,,4,County Road,2,Urban,0,No,0,No Special Jurisdiction,New York,360774,36,CR-80,,1,Not an Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2015
0,0:00am-0:59am,11,11,0,None,0,None,0,None,3715,MIDDLE ISLAND,103,SUFFOLK (103),2016,5,4,Wednesday,0,1,6,Minor Collector,42,Tree (Standing Only),0,0:00am-0:59am,35,35,0,0:00am-0:59am,40.87170000,40.87170000,2,Dark - Not Lighted,-72.957655560,-72.957655560,0,Not a Collision with Motor Vehicle In-Transport,0,None,4,4,10,October,0,This section IS NOT on the NHS,0,0:00am-0:59am,4,4,0,1,0,1,0,,0000000,Not Applicable,3,Town or Township Highway Agency,0,No,1,Non-Junction,4,On Roadside,,,5,Local Street - Township,2,Urban,0,No,0,No Special Jurisdiction,New York,360774,36,E BARTLETT RD,,1,Not an Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2016
2,2:00am-2:59am,40,40,0,None,0,None,0,None,360,BABYLON,103,SUFFOLK (103),2011,11,3,Tuesday,0,1,,,8,Pedestrian,2,2:00am-2:59am,55,55,2,2:00am-2:59am,40.71389444,40.71389444,2,Dark - Not Lighted,-73.338675000,-73.338675000,0,Not a Collision with Motor Vehicle In-Transport,0,None,20,20,10,October,1,This section IS ON the NHS,2,2:00am-2:59am,20,20,1,1,1,1,0,,0000000,Not Applicable,,,0,No,1,Non-Junction,1,On Roadway,12,Urban-Principal Arterial-Other Freeways or Expressways,3,State Highway,,,0,No,0,No Special Jurisdiction,New York,360775,36,SR-27,,1,Not an Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2011
19,7:00pm-7:59pm,47,47,0,None,0,None,0,None,3117,LAKE RONKONKOMA,103,SUFFOLK (103),2015,27,1,Sunday,0,1,6,Minor Collector,12,Motor Vehicle In-Transport ,20,8:00pm-8:59pm,15,15,19,7:00pm-7:59pm,40.83232500,40.83232500,3,Dark - Lighted,-73.081813890,-73.081813890,2,Front-to-Front,0,None,40,40,9,September,0,This section IS NOT on the NHS,19,7:00pm-7:59pm,43,43,0,2,0,2,0,,0000000,Not Applicable,2,County Highway Agency,0,No,2,Intersection,1,On Roadway,,,4,County Road,2,Urban,0,No,0,No Special Jurisdiction,New York,360775,36,CR-16,HOLBROOK RD,2,Four-Way Intersection,2,2,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2015
14,2:00pm-2:59pm,5,5,0,None,0,None,0,None,6812,YAPHANK,103,SUFFOLK (103),2016,11,3,Tuesday,1,1,7,Local,39,Wall,14,2:00pm-2:59pm,29,29,13,1:00pm-1:59pm,40.81125000,40.81125000,1,Daylight,-72.940241670,-72.940241670,0,Not a Collision with Motor Vehicle In-Transport,0,None,55,55,10,October,0,This section IS NOT on the NHS,13,1:00pm-1:59pm,57,57,0,1,0,1,0,,0000000,Not Applicable,3,Town or Township Highway Agency,0,No,1,Non-Junction,4,On Roadside,,,5,Local Street - Township,2,Urban,0,No,0,No Special Jurisdiction,New York,360776,36,ZORN BLVD,,1,Not an Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2016
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,705,BROOKHAVEN,103,SUFFOLK (103),2016,18,3,Tuesday,0,1,7,Local,12,Motor Vehicle In-Transport ,88,Not Applicable (Not Transported) ,88,Not Applicable (Not Transported),13,1:00pm-1:59pm,40.95801944,40.95801944,1,Daylight,-72.870491670,-72.870491670,2,Front-to-Front,0,None,53,53,10,October,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,0,2,0,2,0,,0000000,Not Applicable,3,Town or Township Highway Agency,0,No,1,Non-Junction,1,On Roadway,,,5,Local Street - Township,1,Rural,0,No,0,No Special Jurisdiction,New York,360777,36,N COUNTRY RD,,1,Not an Intersection,2,2,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2016
21,9:00pm-9:59pm,25,25,0,None,0,None,0,None,360,BABYLON,103,SUFFOLK (103),2019,4,4,Wednesday,0,1,3,Principal Arterial - Other,8,Pedestrian,21,9:00pm-9:59pm,55,55,21,9:00pm-9:59pm,40.68812500,40.68812500,3,Dark - Lighted,-73.413630560,-73.413630560,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,99999,Unknown,30,30,12,December,1,This section IS ON the NHS,21,9:00pm-9:59pm,15,15,1,2,1,2,0,,0000000,Not Applicable,1,State Highway Agency,0,No,3,Intersection-Related ,1,On Roadway,,,3,State Highway,2,Urban,0,No,0,No Special Jurisdiction,New York,360777,36,SR-27 SUNRISE HWY,ALBANY AVE,2,Four-Way Intersection,1,1,10,10,Cloudy,0,No Additional Atmospheric Conditions,Cloudy,0,None,2019
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,2840,HUNTINGTON,103,SUFFOLK (103),2018,2,5,Thursday,0,1,7,Local,8,Pedestrian,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,0:00am-0:59am,40.84696111,40.84696111,3,Dark - Lighted,-73.367061110,-73.367061110,0,Not a Collision with Motor Vehicle In-Transport,0,None,1,1,8,August,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,2,1,2,1,0,,0000000,Not Applicable,3,Town or Township Highway Agency,0,No,3,Intersection-Related ,2,On Shoulder,,,5,Local Street - Township,2,Urban,0,No,0,No Special Jurisdiction,New York,360777,36,BROADWAY GREENLAWN,LEGACY CT,3,T-Intersection,1,1,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2018
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,3270,LINDENHURST,103,SUFFOLK (103),2015,28,2,Monday,0,1,3,Principal Arterial - Other,8,Pedestrian,88,Not Applicable (Not Transported) ,88,Not Applicable (Not Transported),1,1:00am-1:59am,40.67218889,40.67218889,3,Dark - Lighted,-73.378444440,-73.378444440,0,Not a Collision with Motor Vehicle In-Transport,0,None,24,24,9,September,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,1,1,1,1,0,,0000000,Not Applicable,3,Town or Township Highway Agency,0,No,1,Non-Junction,1,On Roadway,,,3,State Highway,2,Urban,0,No,0,No Special Jurisdiction,New York,360777,36,SR-27A,,1,Not an Intersection,1,1,10,10,Cloudy,0,No Additional Atmospheric Conditions,Cloudy,0,None,2015
12,12:00pm-12:59pm,8,8,0,None,0,None,0,None,360,BABYLON,103,SUFFOLK (103),2012,25,3,Tuesday,0,1,,,12,Motor Vehicle In-Transport ,99,Unknown,99,Unknown EMS Hospital Arrival Time,12,12:00pm-12:59pm,40.73369444,40.73369444,1,Daylight,-73.376569440,-73.376569440,6,Angle ,0,None,3,3,9,September,0,This section IS NOT on the NHS,12,12:00pm-12:59pm,4,4,0,4,0,4,0,,0000000,Not Applicable,,,0,No,2,Intersection,1,On Roadway,5,Rural-Minor Collector,6,Local Street - Municipality,,,0,No,0,No Special Jurisdiction,New York,360778,36,EDISON AVE,LAMAR ST,3,T-Intersection,3,3,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2012
8,8:00am-8:59am,44,44,0,None,0,None,0,None,1670,EAST ISLIP,103,SUFFOLK (103),2016,7,6,Friday,0,1,7,Local,43,Other Fixed Object,99,Unknown,99,Unknown EMS Hospital Arrival Time,8,8:00am-8:59am,40.73719444,40.73719444,1,Daylight,-73.191741670,-73.191741670,0,Not a Collision with Motor Vehicle In-Transport,0,None,40,40,10,October,0,This section IS NOT on the NHS,8,8:00am-8:59am,42,42,0,1,0,1,0,,0000000,Not Applicable,3,Town or Township Highway Agency,0,No,1,Non-Junction,4,On Roadside,,,5,Local Street - Township,2,Urban,0,No,0,No Special Jurisdiction,New York,360778,36,141 CARLETON AVE,,1,Not an Intersection,1,1,5,5,"Fog, Smog, Smoke",0,No Additional Atmospheric Conditions,"Fog, Smog, Smoke",0,None,2016
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,23,Indication of a Stalled/Disabled Vehicle,0,None,0,None,5680,SHOREHAM,103,SUFFOLK (103),2016,22,7,Saturday,0,1,4,Minor Arterial,14,Parked Motor Vehicle ,99,Unknown,99,Unknown EMS Hospital Arrival Time,20,8:00pm-8:59pm,40.94349167,40.94349167,2,Dark - Not Lighted,-72.868752780,-72.868752780,0,Not a Collision with Motor Vehicle In-Transport,0,None,22,22,10,October,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,0,1,1,2,2,,0000000,Not Applicable,1,State Highway Agency,0,No,1,Non-Junction,2,On Shoulder,,,3,State Highway,2,Urban,0,No,0,No Special Jurisdiction,New York,360779,36,SR-25A,,1,Not an Intersection,1,3,10,10,Cloudy,0,No Additional Atmospheric Conditions,Cloudy,0,None,2016
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,705,BROOKHAVEN,103,SUFFOLK (103),2015,3,7,Saturday,0,1,7,Local,42,Tree (Standing Only),99,Unknown,99,Unknown EMS Hospital Arrival Time,8,8:00am-8:59am,40.81838889,40.81838889,1,Daylight,-72.800116670,-72.800116670,0,Not a Collision with Motor Vehicle In-Transport,0,None,16,16,10,October,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,0,1,0,1,0,,0000000,Not Applicable,3,Town or Township Highway Agency,0,No,1,Non-Junction,4,On Roadside,,,5,Local Street - Township,1,Rural,0,No,0,No Special Jurisdiction,New York,360779,36,WADING RIVER RD,,1,Not an Intersection,1,1,2,2,Rain,0,No Additional Atmospheric Conditions,Rain,0,None,2015
6,6:00am-6:59am,22,22,0,None,0,None,0,None,5810,SOUTHAMPTON,103,SUFFOLK (103),2014,14,6,Friday,0,1,,,8,Pedestrian,88,Not Applicable (Not Transported) ,88,Not Applicable (Not Transported),6,6:00am-6:59am,40.89787500,40.89787500,4,Dawn,-72.406380560,-72.406380560,0,Not a Collision with Motor Vehicle In-Transport,0,None,19,19,11,November,0,This section IS NOT on the NHS,6,6:00am-6:59am,19,19,1,1,1,1,0,,0000000,Not Applicable,,,0,No,1,Non-Junction,1,On Roadway,16,Urban-Local Road or Street,4,County Road,,,0,No,0,No Special Jurisdiction,New York,360779,36,CR-39,,1,Not an Intersection,1,1,10,10,Cloudy,0,No Additional Atmospheric Conditions,Cloudy,0,None,2014
99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,0,None,0,None,0,None,2920,ISLIP,103,SUFFOLK (103),2015,27,1,Sunday,2,1,7,Local,12,Motor Vehicle In-Transport ,99,Unknown,99,Unknown EMS Hospital Arrival Time,23,11:00pm-11:59pm,40.79916944,40.79916944,3,Dark - Lighted,-73.247891670,-73.247891670,6,Angle ,0,None,18,18,9,September,0,This section IS NOT on the NHS,99,Unknown,99,Unknown,0,4,0,4,0,,0000000,Not Applicable,3,Town or Township Highway Agency,0,No,2,Intersection,1,On Roadway,,,5,Local Street - Township,2,Urban,0,No,0,No Special Jurisdiction,New York,360780,36,WASHINGTON AVE,CLARKE ST,3,T-Intersection,2,2,1,1,Clear,0,No Additional Atmospheric Conditions,Clear,0,None,2015
18,6:00pm-6:59pm,34,34,0,None,0,None,0,None,3768,MILLER PLACE,103,SUFFOLK (103),2012,26,4,Wednesday,0,1,,,12,Motor Vehicle In-Transport ,99,Unknown,99,Unknown EMS Hospital Arrival Time,18,6:00pm-6:59pm,40.94385278,40.94385278,5,Dusk,-72.971388890,-72.971388890,2,Front-to-Front,0,None,21,21,9,September,0,This section IS NOT on the NHS,18,6:00pm-6:59pm,24,24,0,2,0,2,0,,0000000,Not Applicable,,,0,No,1,Non-Junction,1,On Roadway,13,Urban-Other Principal Arterial,3,State Highway,,,0,No,0,No Special Jurisdiction,New York,360780,36,SR-25A,,1,Not an Intersection,2,2,10,10,Cloudy,0,No Additional Atmospheric Conditions,Cloudy,0,None,2012
